slice,grayvalue,area,mean_contrast,max_contrast,cx,cy
173,106,10,1.954937,4.272379,476,696
173,55,2,1.1651943,1.5535923,910,694
173,81,6,2.3951213,3.8839808,520,698
173,53,2,1.1651943,1.8125243,532,696
173,103,6,2.179345,4.5313106,422,699
173,110,10,1.8902038,4.272379,497,700
173,36,4,2.4922209,3.2366505,726,698
173,104,5,1.760738,2.7187865,201,702
173,85,6,1.704636,3.2366505,466,702
173,96,6,1.510437,4.5313106,1098,702
173,57,4,2.7835195,3.1071846,304,704
173,53,4,0.74442965,1.4241263,404,704
173,117,4,2.2332888,3.1071846,440,704
173,41,6,1.57517,2.9777186,755,704
173,104,7,1.2391748,3.3661165,692,706
173,70,2,2.2656555,2.3303883,889,704
173,75,4,2.168556,3.4955826,948,704
173,121,6,1.445704,3.2366505,180,707
173,119,2,1.6830583,2.7187865,1172,706
173,61,2,1.5535923,2.0714564,490,709
173,102,4,2.621687,3.3661165,1050,708
173,57,8,1.6992416,2.8482525,235,712
173,101,7,1.6275729,4.142913,695,711
173,50,4,2.5245874,3.2366505,298,714
173,66,2,2.0067234,2.2009225,372,715
173,104,6,1.4457039,2.7187865,698,715
173,23,4,1.6183254,3.4955826,676,716
173,34,5,2.0455632,2.9777186,736,717
173,76,6,1.1220388,3.4955826,982,717
173,60,6,1.834102,2.7187865,150,719
173,84,6,1.704636,3.1071846,210,720
173,107,2,1.1004612,1.6830583,502,720
173,84,14,1.5720874,4.7902427,704,720
173,108,4,1.4888592,2.0714564,862,720
173,108,2,1.0357282,1.2946602,955,718
173,109,6,2.093034,3.2366505,811,722
173,67,3,1.2515049,3.1071846,908,723
173,112,2,1.8772573,2.8482525,1002,723
173,83,1,0.0,0.0,218,724
173,58,4,1.9096239,2.5893204,286,726
173,112,6,1.8772575,3.1071846,460,725
173,72,3,0.7767961,2.3303883,899,726
173,117,3,2.5893204,2.9777186,160,728
173,93,2,0.71206313,1.4241263,179,726
173,119,4,1.8125243,2.8482525,364,726
173,112,6,1.8556796,3.2366505,382,730
173,23,2,1.5535923,1.5535923,632,729
173,109,6,1.5751699,4.013447,806,730
173,83,4,2.4598546,3.1071846,198,730
173,103,1,2.4598544,2.4598544,403,731
173,65,6,1.3378154,2.9777186,448,732
173,113,6,1.6183252,3.7545147,920,730
173,96,6,1.3593932,2.5893204,1055,730
173,55,2,0.90626216,1.8125243,231,734
173,59,4,2.7835195,3.8839808,786,734
173,100,4,1.6830583,3.2366505,890,734
173,107,1,1.1651942,1.1651942,1190,735
173,44,2,1.4241263,2.5893204,854,738
173,103,9,1.4960518,3.4955826,973,738
173,95,2,1.4241263,2.0714564,1046,736
173,103,4,1.8448908,2.9777186,516,738
173,63,2,1.1004612,2.2009225,216,741
173,77,4,2.3303885,2.5893204,828,742
173,61,3,1.0357282,1.5535923,881,740
173,58,1,0.12946603,0.12946603,1061,741
173,46,2,1.0357282,2.0714564,874,742
173,80,2,1.4888592,1.8125243,882,742
173,60,1,0.77679616,0.77679616,421,744
173,82,6,1.6399031,3.2366505,499,744
173,115,3,1.639903,2.5893204,529,744
173,80,6,1.6830584,3.3661165,567,744
173,74,4,2.4274879,4.401845,870,748
173,67,3,1.380971,2.0714564,847,750
173,94,4,2.621687,3.1071846,874,750
173,111,2,2.8482525,3.4955826,880,750
173,121,6,1.6399031,3.3661165,944,750
173,113,6,2.8482525,3.7545147,265,752
173,119,4,2.3303883,2.7187865,490,754
173,80,6,1.9419905,4.401845,937,758
173,122,5,1.760738,2.0714564,244,760
173,116,6,1.9419904,3.1071846,462,760
173,36,6,1.2083496,2.8482525,676,759
173,61,8,1.8934406,4.401845,721,760
173,53,2,2.3303883,2.3303883,766,758
173,104,3,0.6473301,1.9419904,880,759
173,32,4,1.8448908,2.5893204,668,762
173,62,4,2.0067232,3.3661165,802,762
173,85,2,2.2656555,2.4598544,992,762
173,119,6,1.5967475,3.2366505,228,763
173,108,8,1.7154248,3.4955826,575,763
173,77,4,2.945352,3.2366505,954,762
173,83,6,1.4888593,2.8482525,442,766
173,114,4,2.0067234,2.7187865,516,764
173,69,4,2.2656553,3.7545147,892,766
173,112,4,1.9743569,2.9777186,278,768
173,97,8,1.5374091,3.1071846,527,768
173,74,8,1.1813775,2.9777186,754,767
173,80,6,2.2009223,4.272379,1078,772
173,104,1,0.6473301,0.6473301,1072,772
173,65,9,2.028301,3.4955826,143,776
173,132,3,1.4672817,3.1071846,1152,777
173,70,8,1.6992416,3.1071846,492,780
173,92,2,2.0714564,2.5893204,730,779
173,67,1,2.2009225,2.2009225,430,780
173,46,3,0.99257284,2.4598544,735,782
173,105,7,1.498107,3.1071846,881,781
173,49,1,0.6473301,0.6473301,906,783
173,72,7,2.2564077,3.3661165,928,784
173,61,8,1.6345085,3.1071846,578,787
173,129,6,2.2656553,3.3661165,383,792
173,109,6,1.6183254,3.7545147,1098,791
173,59,2,1.4888592,2.3303883,226,794
173,68,4,1.6506917,2.7187865,552,796
173,86,6,1.5320145,2.7187865,746,795
173,79,4,2.1685557,3.3661165,1002,794
173,51,1,2.2009225,2.2009225,694,797
173,118,4,1.2299272,1.6830583,495,799
173,78,5,2.0973496,3.3661165,542,799
173,124,4,1.3593932,2.9777186,806,800
173,108,4,2.68642,3.3661165,778,802
173,102,2,1.6830583,2.0714564,878,803
173,59,5,1.7866312,2.7187865,663,806
173,77,2,0.38839808,0.77679616,878,805
173,53,2,2.3951213,3.4955826,908,805
173,130,6,1.7909466,3.3661165,435,808
173,106,6,1.8125243,2.8482525,542,806
173,127,6,2.093034,3.3661165,924,808
173,115,6,1.0573058,2.7187865,126,810
173,105,6,1.8125243,2.8482525,222,810
173,96,2,2.9129856,3.1071846,490,808
173,130,8,1.7477913,4.401845,797,810
173,112,7,1.905,3.3661165,998,810
173,64,4,2.3303883,3.3661165,732,812
173,112,2,2.5893204,3.4955826,853,812
173,67,6,1.7477913,3.4955826,714,814
173,134,6,2.2440777,3.8839808,222,815
173,130,7,1.5720874,3.4955826,488,816
173,107,4,2.6540537,3.1071846,606,816
173,116,6,1.5967475,2.7187865,942,815
173,69,6,1.4672817,3.3661165,1020,816
173,116,6,1.4025487,2.8482525,720,818
173,47,3,0.73364085,1.9419904,811,817
173,95,3,0.6904855,1.4241263,508,818
173,88,6,2.1793447,4.013447,850,818
173,70,6,1.834102,3.4955826,409,821
173,123,6,1.3162378,3.3661165,440,822
173,137,3,2.8050973,5.308107,477,822
173,124,3,1.1651942,1.9419904,664,821
173,114,4,2.3951216,2.5893204,1162,820
173,80,5,1.760738,3.1071846,428,823
173,42,1,0.38839808,0.38839808,664,823
173,114,4,1.0033617,1.4241263,565,825
173,60,8,1.7639744,3.3661165,704,825
173,71,4,1.7154248,2.5893204,1134,826
173,70,4,3.010085,3.8839808,314,830
173,60,5,2.2268155,3.3661165,465,832
173,105,8,1.8287077,2.8482525,642,831
173,130,7,1.9789807,4.142913,715,831
173,70,4,2.168556,2.8482525,852,832
173,112,6,1.9419903,2.8482525,600,833
173,119,2,2.2656555,2.8482525,740,833
173,49,4,1.5859587,2.5893204,746,834
173,71,4,2.5893204,2.8482525,1114,832
173,64,6,1.5320145,3.3661165,655,836
173,110,6,1.7262136,2.9777186,796,834
173,101,6,1.510437,3.1071846,632,841
173,68,2,1.1651942,1.6830583,726,842
173,139,17,1.6069018,4.142913,746,843
173,59,2,1.2946602,1.9419904,264,843
173,72,6,1.2515049,3.1071846,939,842
173,51,2,1.6830583,1.8125243,448,844
173,48,1,1.2946602,1.2946602,474,844
173,37,1,0.0,0.0,664,844
173,61,1,2.8482525,2.8482525,797,845
173,67,8,1.7477913,3.4955826,525,848
173,88,3,1.2946602,2.7187865,663,846
173,107,6,1.8772573,3.4955826,812,846
173,63,9,1.7405988,3.3661165,788,850
173,103,2,1.4241261,1.6830583,258,852
173,127,6,1.8772573,4.401845,389,852
173,133,7,1.3871361,3.7545147,152,853
173,121,6,1.9204127,3.6250486,576,854
173,50,4,1.5535924,2.5893204,664,856
173,67,14,1.5166019,3.8839808,812,858
173,90,6,2.2656553,3.4955826,926,855
173,63,3,0.73364085,2.2009225,932,856
173,112,6,1.9851459,3.1071846,562,858
173,130,6,1.4025487,3.2366505,370,860
173,71,1,0.0,0.0,765,859
173,65,4,2.03909,2.5893204,1152,860
173,51,2,2.3951216,2.9777186,519,860
173,52,4,1.0357282,1.4241263,926,862
173,71,6,1.4888592,3.7545147,976,861
173,62,2,0.5178641,1.0357282,1022,861
173,115,4,1.9419904,2.9777186,424,864
173,114,1,2.2009225,2.2009225,571,864
173,103,14,1.757039,4.6607766,627,867
173,116,4,1.8448908,3.2366505,1088,868
173,81,4,1.4241263,2.9777186,690,870
173,98,2,0.71206313,1.4241263,700,870
173,92,6,1.1867719,2.9777186,727,870
173,57,2,2.4598546,2.8482525,858,870
173,109,2,0.84152913,0.90626216,926,871
173,93,2,1.9419904,2.2009225,667,874
173,70,6,1.5320145,3.2366505,1002,876
173,59,2,2.3951213,3.2366505,418,876
173,57,6,1.2083496,2.8482525,626,877
173,126,6,0.71206313,2.8482525,642,877
173,50,1,1.6830583,1.6830583,695,877
173,63,6,1.5535922,2.8482525,726,878
173,74,6,1.4025487,3.1071846,828,878
173,128,4,2.362755,2.9777186,382,878
173,107,3,1.510437,2.3303883,225,882
173,67,3,1.380971,2.5893204,974,883
173,114,6,1.8125244,3.6250486,484,884
173,62,2,2.5893207,2.9777186,884,884
173,46,3,0.34524274,1.0357282,771,887
173,70,6,2.028301,3.3661165,350,890
173,91,8,1.4403095,3.2366505,430,889
173,56,2,2.3303885,2.4598544,566,890
173,64,1,2.5893204,2.5893204,600,889
173,118,1,2.5893204,2.5893204,608,888
173,54,11,1.5535922,2.8482525,627,889
173,107,4,2.3951216,2.8482525,698,890
173,57,4,2.2009225,2.8482525,380,892
173,46,4,1.3270268,2.4598544,806,892
173,116,3,0.5178641,1.5535923,939,891
173,52,6,1.8125244,3.4955826,369,892
173,118,4,1.9743568,2.9777186,512,892
173,127,6,1.4672817,3.3661165,907,892
173,64,2,2.1361895,2.4598544,968,892
173,85,9,2.1002264,4.272379,215,896
173,67,6,1.6399031,3.3661165,1106,895
173,117,6,1.445704,2.7187865,521,900
173,61,1,1.8125243,1.8125243,571,898
173,64,6,1.7693691,2.9777186,964,901
173,62,7,1.6090777,3.2366505,442,903
173,55,7,1.3501456,2.7187865,664,903
173,92,6,1.4888593,2.8482525,930,906
173,67,4,2.556954,3.1071846,1016,906
173,125,4,2.4598544,3.4955826,1134,908
173,48,5,1.9678835,2.5893204,382,910
173,109,6,1.7909466,3.6250486,808,909
173,108,6,2.093034,3.6250486,952,910
173,122,6,2.0498786,4.272379,690,910
173,121,6,1.4888593,2.5893204,802,913
173,76,4,2.0067234,2.5893204,884,912
173,114,3,1.6399031,2.9777186,919,913
173,87,6,1.57517,3.4955826,930,913
173,65,6,1.5967478,3.2366505,466,917
173,57,4,2.1361892,2.3303883,1116,918
173,111,7,1.3316506,2.7187865,451,921
173,69,7,1.8310195,3.2366505,525,921
173,54,1,0.6473301,0.6473301,586,920
173,121,2,1.9419904,2.0714564,1010,921
173,108,4,2.5893207,2.9777186,1026,922
173,52,2,1.4888593,2.9777186,675,924
173,46,2,1.2946602,2.5893204,1044,922
173,60,2,1.9419904,2.3303883,262,925
173,129,8,1.3270268,2.8482525,493,928
173,110,4,2.9129853,3.2366505,918,926
173,127,6,2.157767,3.2366505,588,930
173,61,6,1.834102,3.1071846,730,932
173,107,6,1.4457039,2.7187865,966,932
173,125,8,2.0229065,4.142913,299,936
173,99,3,1.3378156,2.9777186,943,938
173,70,15,1.6312717,3.3661165,566,942
173,48,6,1.4672817,3.1071846,418,941
173,92,8,2.1038227,4.272379,728,941
173,65,6,2.6108983,3.7545147,758,944
173,126,6,1.704636,3.4955826,776,944
173,59,4,2.4274879,3.3661165,160,944
173,89,1,0.38839808,0.38839808,696,945
173,122,10,1.6571652,3.4955826,802,948
173,70,4,1.5859587,2.5893204,916,948
173,60,6,1.4025487,2.5893204,866,949
173,71,6,1.8556796,3.8839808,603,950
173,74,5,1.7348448,3.2366505,944,952
173,61,8,1.1166445,2.8482525,468,954
173,54,2,1.4888592,1.8125243,642,952
173,91,2,0.71206313,1.4241263,826,952
173,114,1,0.77679616,0.77679616,270,955
173,106,4,2.3303883,2.7187865,584,956
173,87,6,1.8125243,2.5893204,622,958
173,66,6,1.4241263,3.4955826,528,959
173,56,6,1.8772572,3.2366505,650,959
173,104,2,0.38839808,0.77679616,1178,958
173,56,6,2.3519661,3.4955826,702,962
173,123,6,1.8556796,2.9777186,564,963
173,73,4,1.9096237,2.7187865,492,966
173,113,2,1.9419904,2.3303883,744,966
173,129,6,1.7909466,3.1071846,664,970
173,116,6,0.9709952,2.5893204,800,969
173,133,4,2.4922209,2.7187865,356,970
173,109,2,0.84152913,1.2946602,568,971
173,102,6,1.380971,3.3661165,470,975
173,52,4,1.1004612,1.6830583,624,976
173,67,6,1.6183254,2.8482525,986,976
173,110,4,2.621687,3.6250486,444,976
173,59,6,1.6183254,3.2366505,688,980
173,130,4,2.4922209,3.1071846,228,984
173,77,4,2.3303883,2.7187865,768,982
173,88,4,0.5502306,1.0357282,671,984
173,60,2,2.2656555,2.4598544,882,984
173,101,4,2.168556,3.2366505,994,988
173,116,2,1.5535922,1.9419904,916,990
173,82,6,1.5535923,2.5893204,203,992
173,79,6,1.6830583,3.7545147,1194,992
173,88,2,1.8125243,2.0714564,404,998
173,127,2,3.0424516,3.8839808,1040,997
173,56,6,1.9851459,3.7545147,652,1000
173,130,4,3.1719174,3.8839808,750,1000
173,140,3,1.6830583,3.2366505,457,1001
173,109,4,2.1361892,2.5893204,312,1002
173,126,2,2.3303885,2.9777186,710,1004
173,122,4,2.168556,2.8482525,212,1008
173,112,7,2.3858738,3.3661165,639,1008
173,54,4,1.9096239,2.9777186,748,1008
173,77,6,1.57517,2.9777186,760,1008
173,129,7,1.5905826,3.6250486,894,1008
173,66,5,1.7348448,3.1071846,361,1009
173,131,6,2.287233,4.272379,444,1010
173,60,4,2.6540534,3.3661165,554,1010
173,91,6,1.5967478,3.6250486,730,1009
173,69,6,1.445704,2.7187865,1162,1008
173,119,9,2.157767,3.4955826,580,1012
173,63,6,1.7262136,3.7545147,330,1016
173,94,6,1.7909466,3.3661165,248,1018
173,81,2,1.5535922,1.6830583,710,1018
173,132,2,1.8772573,2.8482525,622,1020
173,127,7,1.2761651,3.2366505,732,1023
173,57,3,1.5967478,2.7187865,381,1025
173,137,6,1.7693688,3.3661165,462,1036
173,112,6,1.3378156,2.7187865,510,1038
173,116,9,1.6974434,3.4955826,825,1040
173,104,6,1.704636,2.8482525,532,1049
173,127,8,1.472676,2.7187865,957,1056
173,130,4,2.1361892,2.5893204,398,1056
173,79,9,0.8343366,2.5893204,699,1057
173,78,6,1.0357281,3.3661165,886,1061
173,83,6,1.6183254,3.3661165,834,1063
173,84,4,1.6183254,2.0714564,1000,1062
173,108,2,1.8772573,2.5893204,762,1068
173,56,1,0.0,0.0,934,1069
173,61,6,1.6183254,3.1071846,641,1072
173,70,6,1.8772573,3.2366505,873,1078
173,121,4,1.2946602,1.8125243,682,1088
173,47,2,1.8125243,2.2009225,543,1098
173,82,6,2.1793447,3.1071846,594,1106
173,122,4,2.751153,3.4955826,706,1108
173,127,4,2.0714564,3.2366505,866,1112
173,69,5,2.5375342,3.7545147,591,1132
173,94,4,1.5859587,2.7187865,316,1140
173,63,4,1.4564927,2.5893204,428,1192
173,83,6,1.0573059,2.9777186,368,1203
173,120,2,2.6540534,3.2366505,770,1216
173,102,6,1.5535922,2.7187865,757,1263
174,75,5,1.2638639,4.1269026,707,46
174,103,6,1.2036799,3.6110396,596,46
174,61,6,1.6980485,3.868971,636,52
174,98,4,2.8050041,3.2241426,548,54
174,67,8,1.7732784,3.2241426,568,56
174,32,2,1.0962085,1.4186227,610,56
174,54,4,2.2891412,3.9979367,628,60
174,126,5,1.7797266,2.966211,673,64
174,91,10,1.9215889,3.6110396,640,68
174,70,5,1.2638638,2.579314,619,69
174,122,5,2.1666236,3.4820738,628,70
174,119,3,1.3756342,3.2241426,687,68
174,63,4,1.7087955,3.0951767,644,70
174,136,7,1.4370463,3.4820738,747,71
174,60,2,0.77379423,1.0317256,589,72
174,58,14,1.685766,3.868971,620,74
174,37,1,0.0,0.0,628,73
174,49,1,1.6765541,1.6765541,842,75
174,120,2,2.0634513,2.4503484,668,76
174,106,2,1.8055198,1.9344856,718,80
174,131,6,1.289657,3.3531082,749,82
174,66,6,1.3111514,3.2241426,792,82
174,124,6,0.90275997,2.7082796,634,82
174,54,6,1.2251742,2.579314,748,92
174,83,5,1.6765541,2.579314,549,95
174,128,6,1.6980482,2.966211,665,96
174,115,1,1.8055198,1.8055198,814,95
174,117,2,2.192417,2.8372455,695,96
174,36,2,2.0634513,2.966211,874,98
174,53,6,0.88126564,3.0951767,802,100
174,133,6,2.2568996,4.255868,868,100
174,118,6,1.440117,3.4820738,635,100
174,71,2,2.4503484,3.7400053,776,100
174,96,1,0.7737942,0.7737942,642,102
174,52,7,1.2528096,2.579314,432,106
174,58,7,1.4923174,3.2241426,468,107
174,90,6,1.8055197,3.868971,589,108
174,121,9,1.4042933,2.966211,644,108
174,86,2,2.0634513,2.8372455,817,106
174,51,4,2.063451,2.966211,684,110
174,126,9,1.3326455,3.7400053,433,111
174,69,4,1.9989684,2.966211,594,110
174,99,5,2.2697964,3.4820738,719,111
174,71,6,1.8270143,3.868971,767,112
174,65,6,1.2251741,3.868971,809,110
174,25,2,1.2251742,1.4186227,916,112
174,59,6,1.1821856,4.5137997,788,116
174,116,4,1.289657,3.2241426,818,116
174,115,2,1.2251742,2.4503484,713,120
174,95,1,1.4186227,1.4186227,711,120
174,137,3,1.9774742,4.1269026,495,123
174,132,7,1.5475885,3.0951767,756,123
174,105,2,1.2251741,2.3213825,442,124
174,97,6,0.75229996,1.8055198,465,126
174,90,7,1.9529094,3.6110396,603,126
174,47,2,2.7082798,4.1269026,646,124
174,64,2,2.3213825,2.7082796,652,124
174,57,4,1.9989684,3.0951767,508,128
174,51,6,0.92425424,2.8372455,650,126
174,103,3,1.590577,2.4503484,675,127
174,115,4,2.7727625,4.255868,696,128
174,41,1,0.7737942,0.7737942,706,126
174,113,4,1.9667269,2.8372455,782,126
174,58,1,0.0,0.0,625,128
174,91,11,1.3013812,4.384834,905,129
174,58,6,1.6980482,3.4820738,681,132
174,68,6,1.590577,2.7082796,350,134
174,63,8,1.9828476,3.2241426,437,134
174,61,9,1.2180095,2.7082796,563,134
174,87,3,1.7195426,2.7082796,586,133
174,95,5,2.2697961,3.0951767,697,134
174,87,2,0.6448285,1.289657,670,134
174,53,4,1.741037,2.7082796,426,136
174,113,1,2.0634513,2.0634513,460,137
174,114,2,0.58034563,0.7737942,662,136
174,100,5,1.4444158,3.0951767,676,137
174,67,15,1.1778867,3.4820738,771,139
174,64,1,3.2241426,3.2241426,897,139
174,113,2,1.9344854,2.3213825,612,142
174,27,1,0.0,0.0,457,145
174,59,4,2.2568998,2.7082796,538,148
174,60,4,2.3858654,3.0951767,718,146
174,111,1,0.9027599,0.9027599,754,146
174,97,2,0.0,0.0,756,146
174,120,3,1.590577,2.7082796,875,147
174,117,6,1.827014,3.6110396,408,150
174,65,6,1.5475883,3.868971,517,148
174,109,4,0.6770699,1.9344856,562,148
174,94,2,0.0,0.0,699,148
174,134,10,1.6765541,3.9979367,725,150
174,43,2,0.9027599,1.289657,888,149
174,130,6,1.8485085,3.6110396,909,148
174,48,1,0.1289657,0.1289657,939,149
174,142,3,2.4503484,4.9006968,827,151
174,89,1,0.5158628,0.5158628,531,152
174,71,6,1.6980486,4.5137997,603,154
174,46,1,0.6448285,0.6448285,636,152
174,57,2,1.8700027,2.4503484,728,153
174,122,8,1.3541398,3.0951767,527,156
174,67,2,1.9989684,2.7082796,577,154
174,112,2,0.6448285,0.9027599,920,154
174,54,4,1.5798298,2.579314,512,156
174,100,4,0.48362136,1.5475883,346,160
174,48,1,0.5158628,0.5158628,762,159
174,69,2,2.3213825,3.4820738,838,158
174,81,6,1.3756341,3.4820738,304,162
174,63,5,1.5217953,2.8372455,795,161
174,127,2,1.4186227,2.3213825,814,160
174,117,8,1.8055198,3.4820738,593,164
174,62,4,1.4186227,2.579314,712,164
174,106,2,0.5158628,1.0317256,723,162
174,71,1,0.9027599,0.9027599,352,164
174,89,1,0.7737942,0.7737942,515,164
174,55,2,1.6120713,3.2241426,562,164
174,69,4,2.2891412,3.3531082,780,164
174,64,8,1.8055198,3.4820738,791,165
174,65,2,1.8700026,2.579314,428,167
174,93,4,1.4831055,2.966211,446,166
174,106,6,1.5045999,2.579314,572,167
174,78,10,1.0704154,3.2241426,650,169
174,78,2,0.1289657,0.1289657,671,166
174,83,9,1.948815,4.384834,742,167
174,81,2,1.6765541,1.6765541,828,166
174,112,1,1.1606913,1.1606913,944,166
174,121,3,1.0317256,2.0634513,482,169
174,63,4,1.7732784,2.8372455,696,170
174,79,2,1.289657,2.4503484,920,168
174,72,3,1.5475883,2.8372455,415,170
174,123,4,1.2574157,2.7082796,564,170
174,105,4,1.063967,2.8372455,870,174
174,94,4,1.9022441,3.7400053,466,174
174,110,1,1.9344856,1.9344856,958,175
174,131,6,2.1064398,4.255868,717,176
174,126,2,1.6120713,2.3213825,729,178
174,75,6,1.5690827,3.2241426,786,179
174,117,3,1.4616113,3.6110396,826,178
174,67,3,1.590577,2.579314,442,181
174,102,4,0.9027599,1.8055198,508,182
174,101,4,1.1929327,2.966211,732,180
174,65,2,1.9344854,2.579314,632,183
174,77,6,1.2681627,2.7082796,693,182
174,118,10,1.1220016,3.7400053,841,183
174,71,6,1.3756342,3.0951767,920,184
174,96,3,2.3213828,2.8372455,689,186
174,118,2,2.127934,2.966211,800,184
174,119,2,2.579314,2.579314,966,184
174,37,2,0.9672428,1.9344856,721,186
174,31,1,0.0,0.0,723,187
174,105,3,0.9457485,2.579314,885,187
174,90,8,1.4508641,3.0951767,450,189
174,65,1,2.579314,2.579314,460,188
174,94,4,2.2891412,2.966211,522,188
174,112,2,2.514831,3.4820738,563,190
174,65,6,1.4186226,3.2241426,810,190
174,54,4,2.3213825,3.868971,826,190
174,84,5,1.3670366,2.579314,409,192
174,114,2,2.7727625,3.2241426,600,191
174,57,2,1.9344854,2.192417,644,190
174,74,9,1.8198493,3.6110396,677,192
174,112,6,1.3326455,3.0951767,348,192
174,59,3,1.2466685,2.192417,405,192
174,65,7,1.289657,3.6110396,727,194
174,42,2,1.4831055,2.7082796,894,193
174,39,4,2.4825897,4.255868,1046,192
174,126,6,1.3541399,2.966211,692,196
174,31,1,0.0,0.0,723,194
174,73,5,2.1666236,3.4820738,357,198
174,78,1,0.5158628,0.5158628,402,196
174,75,4,2.2568998,3.2241426,558,198
174,109,4,2.3213825,4.384834,656,198
174,71,6,1.6335655,3.4820738,1019,198
174,69,6,1.0317255,2.966211,436,200
174,54,6,1.3971285,4.384834,486,199
174,98,6,1.440117,3.0951767,588,200
174,115,3,0.8167828,1.289657,638,199
174,105,10,1.4186227,2.579314,726,200
174,64,6,1.6765541,2.966211,757,198
174,46,1,1.5475883,1.5475883,762,199
174,110,2,0.6448285,0.7737942,454,201
174,68,11,1.7820716,4.255868,673,203
174,110,1,0.1289657,0.1289657,738,200
174,119,1,1.9344856,1.9344856,454,203
174,115,4,0.6448285,0.9027599,573,204
174,70,4,2.4825897,3.868971,896,202
174,117,6,1.9559798,3.3531082,582,206
174,77,1,2.3213825,2.3213825,609,205
174,106,5,1.5475885,2.7082796,927,204
174,116,4,2.643797,3.2241426,1002,204
174,87,2,1.741037,2.4503484,322,208
174,61,5,0.6448285,1.8055198,419,207
174,100,3,0.9457485,2.8372455,439,208
174,114,1,1.8055198,1.8055198,473,206
174,110,2,2.192417,2.8372455,674,207
174,94,6,1.6550598,3.6110396,812,207
174,105,2,2.127934,2.192417,507,208
174,72,9,1.2466685,3.3531082,536,210
174,99,2,2.127934,2.8372455,617,210
174,61,2,0.1289657,0.2579314,684,208
174,82,2,1.4831055,1.8055198,742,211
174,63,8,1.563709,3.6110396,408,213
174,64,6,1.6120714,3.4820738,996,214
174,74,2,0.58034563,0.7737942,1010,214
174,74,9,1.1177027,3.7400053,309,215
174,47,6,0.90275985,3.4820738,608,214
174,120,4,2.3536239,2.7082796,654,214
174,102,1,0.0,0.0,346,217
174,120,1,1.0317256,1.0317256,796,216
174,117,7,1.3633517,3.2241426,353,219
174,56,3,0.6878171,2.0634513,485,219
174,84,2,2.0634513,3.0951767,492,219
174,123,7,1.4923174,3.3531082,531,220
174,122,10,1.6636574,3.9979367,624,219
174,68,7,1.5475883,3.7400053,449,221
174,69,6,1.3756342,3.2241426,569,222
174,53,3,1.289657,2.4503484,650,222
174,133,6,2.063451,3.868971,702,220
174,120,1,1.1606913,1.1606913,821,220
174,98,6,1.891497,3.0951767,433,224
174,59,2,1.0317256,2.0634513,473,224
174,55,2,1.6120713,1.6765541,623,224
174,128,1,2.579314,2.579314,1001,225
174,121,6,1.741037,3.3531082,582,226
174,47,4,1.7410369,2.579314,674,228
174,123,7,1.5475885,3.0951767,832,228
174,130,6,1.4616113,2.966211,570,229
174,73,6,1.3756342,3.2241426,798,230
174,83,8,1.4025021,3.0951767,355,232
174,95,8,2.2730205,4.642765,452,231
174,46,1,0.0,0.0,594,230
174,65,5,1.3154502,2.966211,694,231
174,113,6,1.7625313,3.3531082,787,231
174,123,6,1.741037,3.2241426,379,234
174,61,1,2.0634513,2.0634513,576,233
174,126,6,1.1606913,2.7082796,583,234
174,83,1,1.8055198,1.8055198,689,232
174,68,6,1.6550598,4.255868,817,234
174,143,6,1.5260941,4.1269026,828,234
174,61,2,1.5475883,1.8055198,565,234
174,105,4,1.7732784,3.4820738,702,236
174,103,3,1.3326455,2.7082796,879,235
174,43,4,1.9989684,2.7082796,1002,236
174,92,1,0.0,0.0,400,236
174,114,4,1.4508642,2.8372455,474,236
174,129,6,1.6550598,3.2241426,626,237
174,116,5,1.5217953,3.3531082,865,238
174,130,8,1.4025021,3.2241426,1062,237
174,106,2,2.3213825,2.579314,372,239
174,111,4,2.7082796,3.2241426,524,240
174,97,3,1.5475883,2.966211,618,238
174,131,2,2.579314,2.8372455,675,238
174,114,5,1.3928295,3.0951767,715,239
174,102,4,1.5798299,3.6110396,782,240
174,53,1,1.289657,1.289657,397,241
174,66,1,0.2579314,0.2579314,677,240
174,107,5,1.9602787,2.8372455,299,243
174,128,3,1.5045997,3.0951767,581,243
174,103,1,0.0,0.0,878,242
174,68,4,2.0956926,3.3531082,556,244
174,77,7,1.2712333,3.0951767,710,246
174,63,4,2.7405212,3.3531082,720,246
174,95,2,0.9672427,1.6765541,922,246
174,86,3,1.6765541,3.4820738,258,247
174,107,1,0.1289657,0.1289657,514,246
174,113,4,1.9344854,3.3531082,592,246
174,92,8,1.7571577,4.1269026,656,247
174,107,1,0.3868971,0.3868971,826,247
174,79,4,3.0951767,3.868971,622,250
174,91,4,1.7732784,3.7400053,720,250
174,75,4,2.4503484,3.3531082,1010,248
174,147,6,2.342877,5.545525,331,252
174,59,3,1.3326457,2.4503484,639,251
174,85,4,1.6765541,2.966211,1062,252
174,120,2,0.5158628,1.0317256,369,254
174,118,9,2.0204628,3.4820738,666,255
174,71,4,2.6760383,3.0951767,706,252
174,124,4,3.2241423,3.4820738,362,256
174,86,2,1.4186227,2.4503484,432,254
174,66,2,0.45137995,0.6448285,760,254
174,59,2,1.6120713,2.8372455,770,254
174,98,6,1.5475883,2.966211,598,258
174,125,8,2.1118133,4.1269026,528,260
174,98,1,0.5158628,0.5158628,721,259
174,68,4,1.8377613,3.6110396,786,260
174,64,5,1.6765541,2.966211,672,261
