slice,grayvalue,area,mean_contrast,max_contrast,cx,cy
149,118,6,2.1639745,3.1434577,244,259
149,64,2,2.050081,2.4600973,256,259
149,116,6,1.343942,3.2801297,266,260
149,49,4,1.1958807,1.7767369,335,262
149,56,2,1.845073,2.4600973,414,260
149,83,4,2.9726176,3.826818,540,260
149,88,4,2.050081,3.0067856,576,262
149,90,1,1.2300487,1.2300487,966,261
149,110,1,0.54668826,0.54668826,584,263
149,59,2,1.981745,3.0067856,692,263
149,57,4,2.3917613,3.4168017,472,266
149,124,7,2.1672285,3.5534737,509,265
149,96,8,1.2813007,3.2801297,593,266
149,70,6,1.1389339,3.826818,1070,265
149,106,9,1.7767369,3.2801297,323,267
149,134,3,1.9589663,2.7334414,453,267
149,67,6,1.7995157,3.96349,607,266
149,74,4,1.5375608,2.8701134,614,268
149,148,7,2.0110319,5.6035547,710,267
149,73,1,0.8200324,0.8200324,408,268
149,56,3,1.2300487,1.913409,426,270
149,60,5,1.6127304,3.0067856,661,270
149,53,1,1.2300487,1.2300487,687,269
149,115,4,1.810905,2.5967693,1076,268
149,127,6,1.6628436,3.1434577,258,272
149,125,4,1.6400647,2.5967693,406,272
149,66,9,1.5185785,3.1434577,538,271
149,125,5,1.9954122,3.2801297,553,271
149,43,2,0.7516964,1.5033928,715,272
149,63,4,2.6992733,4.236834,752,272
149,82,3,1.0478193,2.5967693,815,270
149,47,1,0.4100162,0.4100162,969,270
149,110,1,3.4168017,3.4168017,1039,271
149,117,3,2.2323105,2.5967693,223,273
149,114,6,2.3689826,3.96349,524,272
149,66,6,1.7767369,3.4168017,776,274
149,55,1,2.050081,2.050081,726,274
149,60,2,1.913409,2.050081,361,276
149,78,8,1.2471325,3.0067856,464,277
149,96,2,0.8883684,1.0933765,692,276
149,37,1,0.0,0.0,882,276
149,104,9,1.4426496,3.1434577,298,279
149,64,4,3.1776257,4.100162,872,280
149,82,1,1.5033928,1.5033928,309,280
149,70,6,1.7995156,4.236834,446,281
149,89,5,1.6127304,3.1434577,466,281
149,93,7,1.542442,3.96349,485,281
149,123,7,1.9915074,3.2801297,719,281
149,119,9,1.6096933,2.5967693,822,281
149,52,5,0.4373506,1.0933765,950,281
149,57,4,2.220921,3.690146,290,282
149,123,2,2.4600973,2.7334414,364,283
149,64,6,2.4373186,4.100162,307,285
149,91,3,1.1844913,3.0067856,697,287
149,64,4,2.4942653,3.4168017,790,286
149,117,4,1.8450729,3.1434577,566,290
149,46,2,0.4100162,0.8200324,928,288
149,98,5,1.9407434,3.2801297,395,292
149,126,4,1.0250405,3.0067856,411,291
149,111,6,1.5945073,3.4168017,421,292
149,49,2,1.640065,2.3234253,578,292
149,62,1,0.68336034,0.68336034,660,290
149,58,1,0.0,0.0,692,291
149,128,6,1.5717287,2.8701134,788,292
149,50,5,1.2300485,3.5534737,1028,292
149,58,2,1.913409,2.3234253,1095,292
149,72,6,1.7995154,3.826818,296,293
149,42,1,0.27334413,0.27334413,530,292
149,71,7,1.2690977,2.7334414,623,293
149,122,1,1.5033928,1.5033928,660,292
149,137,9,2.5208402,4.100162,700,294
149,66,1,3.5534737,3.5534737,912,293
149,66,6,2.0045235,3.4168017,938,294
149,61,1,0.0,0.0,239,295
149,60,6,1.1161553,2.7334414,504,296
149,103,3,1.1844913,2.5967693,662,295
149,63,3,1.3211633,2.8701134,473,298
149,126,1,2.5967693,2.5967693,648,298
149,52,10,1.51706,2.7334414,686,301
149,135,6,2.1411955,3.690146,916,300
149,83,2,1.2300487,1.3667207,1010,298
149,117,4,2.1867533,3.4168017,1122,298
149,51,2,1.2300487,1.913409,272,300
149,115,2,1.0250405,2.050081,280,301
149,112,1,2.5967693,2.5967693,440,300
149,130,8,1.1275446,2.5967693,805,301
149,75,4,2.3234253,3.4168017,932,304
149,111,1,0.54668826,0.54668826,576,305
149,123,2,2.3234253,3.1434577,592,305
149,48,4,1.4350567,2.050081,734,306
149,109,6,1.5033927,3.1434577,820,305
149,73,6,1.3211634,3.690146,853,306
149,137,4,2.6309373,3.4168017,948,308
149,120,2,2.186753,2.8701134,462,308
149,131,5,2.842779,3.5534737,606,310
149,105,6,1.2300487,3.1434577,727,310
149,62,4,2.015913,2.7334414,744,310
149,113,6,1.5261716,3.2801297,832,310
149,73,2,2.2550893,2.5967693,866,310
149,58,6,2.9384491,4.9201946,892,312
149,134,6,2.1639745,4.7835226,297,314
149,34,4,1.4008888,3.0067856,580,312
149,103,7,1.9915074,3.4168017,621,314
149,55,7,1.776737,3.5534737,907,314
149,131,8,1.6571488,3.1434577,948,313
149,119,13,1.7241708,3.826818,548,317
149,96,1,0.27334413,0.27334413,799,314
149,48,4,2.015913,3.0067856,852,314
149,117,4,2.152585,3.5534737,1032,316
149,134,12,2.0728598,3.0067856,280,317
149,67,6,1.9589664,3.1434577,513,320
149,129,6,1.9817449,5.6035547,536,320
149,80,1,1.913409,1.913409,648,319
149,126,6,2.4373188,4.7835226,691,318
149,128,8,1.3838048,3.2801297,742,320
149,78,6,1.4350567,3.96349,978,319
149,51,1,1.7767369,1.7767369,364,321
149,108,2,1.5717288,2.5967693,441,322
149,107,7,2.1867533,3.826818,473,322
149,39,1,0.0,0.0,668,321
149,69,2,0.9567045,1.913409,384,324
149,94,6,1.4806141,3.4168017,462,322
149,86,1,0.54668826,0.54668826,729,323
149,56,4,1.4008888,2.7334414,278,326
149,120,4,2.118417,2.8701134,336,326
149,71,9,2.1867533,3.690146,683,326
149,59,4,1.1958807,2.5967693,729,326
149,131,3,1.3211633,2.8701134,972,325
149,67,6,1.2300485,2.5967693,1010,326
149,53,2,1.981745,2.7334414,1044,325
149,138,8,1.1958807,3.96349,271,327
149,93,1,0.27334413,0.27334413,284,326
149,46,7,0.91765535,2.186753,406,329
149,58,2,2.7334414,3.2801297,614,326
149,67,6,1.5261716,4.100162,844,328
149,112,2,1.4350568,2.4600973,284,328
149,63,5,2.10475,3.1434577,343,330
149,52,8,1.4179728,5.1935387,529,329
149,113,7,1.7181631,3.1434577,762,330
149,122,4,1.845073,2.8701134,944,330
149,106,16,1.5290188,4.373506,980,331
149,78,4,2.425929,3.2801297,268,332
149,123,6,1.0933766,3.1434577,447,330
149,127,6,1.6856222,3.0067856,568,331
149,122,1,1.3667207,1.3667207,927,331
149,63,3,1.7311796,3.0067856,931,331
149,48,9,1.4578353,3.5534737,491,332
149,106,2,1.3667207,1.7767369,499,334
149,84,8,1.896325,4.510178,595,334
149,137,7,1.7962615,3.826818,628,334
149,117,4,2.289257,3.0067856,784,334
149,122,12,1.2072699,3.2801297,254,336
149,107,2,0.8883684,1.6400648,920,334
149,101,3,1.0933765,3.0067856,942,335
149,67,7,2.1672285,3.96349,988,336
149,140,4,2.6651053,4.236834,542,336
149,110,2,1.5717288,1.6400648,640,336
149,107,2,0.6150243,1.2300487,693,338
149,94,3,0.68336034,0.9567045,715,337
149,121,1,1.2300487,1.2300487,885,336
149,118,6,1.2528273,3.690146,1162,338
149,137,6,1.9134089,3.96349,720,340
149,92,2,0.7516964,1.5033928,820,338
149,53,1,0.0,0.0,1112,339
149,55,2,1.0933765,1.6400648,506,340
149,57,8,1.5717287,4.373506,702,341
149,50,3,0.7289178,1.2300487,977,341
149,74,3,1.8678517,3.2801297,187,344
149,74,7,1.9329334,3.5534737,306,343
149,49,6,1.3211634,3.1434577,455,344
149,126,8,1.7938209,4.100162,482,343
149,89,6,1.412278,4.100162,521,342
149,48,1,0.0,0.0,1023,343
149,59,4,1.5033927,3.0067856,224,346
149,133,6,2.0956383,4.100162,710,346
149,127,4,2.8701134,3.0067856,818,344
149,112,6,1.5945076,3.4168017,874,344
149,96,2,1.0933765,1.6400648,896,346
149,141,6,1.9361877,4.510178,378,347
149,81,1,0.0,0.0,444,347
149,96,2,0.47835225,0.68336034,446,346
149,82,6,1.8222942,3.4168017,547,348
149,102,7,1.3471962,1.7767369,762,347
149,116,4,2.5967693,4.373506,730,350
149,84,9,2.0652668,4.100162,797,350
149,67,4,1.9817451,2.5967693,1042,348
149,88,6,1.7767369,2.7334414,152,352
149,77,6,1.6856222,3.690146,352,352
149,137,9,1.8830373,4.510178,366,352
149,81,1,1.0933765,1.0933765,439,351
149,123,2,1.5033928,1.5033928,764,350
149,125,7,1.6791141,3.4168017,865,352
149,64,8,1.913409,4.236834,916,351
149,125,2,1.7084008,2.5967693,940,350
149,81,6,1.5489502,3.96349,1008,351
149,73,2,0.8883684,1.7767369,382,352
149,39,2,0.41001618,0.54668826,526,352
149,135,4,2.5284333,3.2801297,596,352
149,53,1,1.6400648,1.6400648,727,353
149,97,3,1.0933766,1.2300487,750,353
149,55,2,2.2550893,2.5967693,1201,352
149,72,5,0.4373506,0.9567045,348,356
149,76,6,2.0045235,3.96349,540,355
149,133,8,1.776737,3.826818,559,355
149,118,8,1.759653,3.2801297,588,355
149,93,2,1.0250405,1.7767369,810,355
149,132,8,1.2642167,3.2801297,976,355
149,54,4,2.3917613,3.4168017,1146,354
149,57,5,1.4213895,2.7334414,473,357
149,109,8,1.7938209,3.2801297,785,358
149,71,1,3.4168017,3.4168017,380,358
149,59,3,0.95670444,2.050081,434,359
149,55,5,2.0227466,2.8701134,673,359
149,85,4,1.2983847,2.7334414,934,360
149,60,9,1.83748,3.4168017,645,362
149,64,6,2.1639743,3.96349,378,363
149,63,7,1.7376877,3.96349,406,364
149,128,6,2.4145398,3.5534737,482,363
149,110,1,0.0,0.0,494,362
149,128,6,1.7311796,3.690146,542,362
149,111,8,1.0250406,3.0067856,586,364
149,84,2,0.13667206,0.27334413,948,365
149,88,1,3.690146,3.690146,214,366
149,95,1,1.0933765,1.0933765,280,367
149,94,8,1.5717288,2.8701134,505,367
149,96,1,1.0933765,1.0933765,635,366
149,135,5,2.7607758,4.510178,811,367
149,93,4,1.3667207,1.913409,878,368
149,57,4,2.5284333,3.826818,232,370
149,106,2,2.3917613,2.5967693,253,370
149,118,4,2.9042814,3.4168017,440,370
149,50,4,2.050081,3.0067856,486,370
149,60,11,1.6524895,3.4168017,621,370
149,47,2,1.2300487,1.7767369,682,368
149,52,1,0.8200324,0.8200324,835,369
149,125,5,1.4213896,3.1434577,991,369
149,67,2,1.981745,2.7334414,304,371
149,72,3,1.5033928,2.3234253,459,370
149,115,8,1.5375607,3.2801297,518,371
149,127,6,1.4578353,3.2801297,560,371
149,90,8,1.5717288,3.5534737,760,371
149,117,7,1.2300485,2.7334414,861,371
149,58,4,2.084249,2.8701134,920,372
149,65,4,1.0250405,2.7334414,422,372
149,98,1,1.2300487,1.2300487,776,372
149,130,8,1.7938209,3.0067856,936,374
149,116,6,0.7972538,2.8701134,1166,373
149,77,11,1.4288445,3.5534737,534,375
149,127,7,1.0543274,2.7334414,653,375
149,79,2,1.2983847,2.4600973,810,374
149,105,5,1.7494024,3.5534737,870,376
149,115,6,1.7767369,2.7334414,316,378
149,61,2,2.5967693,3.2801297,328,377
149,85,9,1.3059775,3.1434577,893,378
149,62,6,1.8678516,4.7835226,960,378
149,78,6,1.8906301,3.2801297,166,380
149,60,5,1.8040712,2.7334414,377,380
149,92,2,1.845073,2.5967693,420,380
149,56,1,1.0933765,1.0933765,436,379
149,116,2,2.3234253,3.0067856,708,379
149,66,9,1.2756059,3.2801297,901,380
149,123,6,1.5945076,3.690146,998,380
149,55,6,1.6400648,3.0067856,404,382
149,50,4,1.1275445,2.7334414,488,382
149,44,2,1.5033927,1.913409,586,380
149,51,1,1.0933765,1.0933765,671,381
149,88,6,1.8450729,3.5534737,1036,381
149,79,6,1.7539581,3.0067856,1128,380
149,115,5,0.9020357,2.050081,686,384
149,72,4,1.6400648,3.2801297,1032,382
149,69,3,1.0022618,2.050081,322,384
149,111,3,1.275606,2.3234253,531,385
149,137,7,1.7181633,3.4168017,921,386
149,140,7,1.9329336,3.826818,944,385
149,122,8,1.6742328,3.2801297,133,388
149,106,4,1.6742328,2.5967693,148,388
149,75,8,2.1355011,4.510178,251,387
149,103,4,2.220921,3.4168017,1090,386
149,49,3,0.22778678,0.4100162,174,388
149,120,2,0.68336034,1.3667207,837,390
149,54,1,2.186753,2.186753,959,388
149,67,6,1.9134091,3.1434577,219,390
149,100,4,1.7425689,2.8701134,428,392
149,56,6,1.8906302,2.8701134,454,392
149,79,4,1.913409,2.7334414,642,390
149,99,3,2.0956383,3.1434577,1002,391
149,115,2,3.2117937,3.4168017,303,394
149,24,1,0.0,0.0,531,393
149,63,7,1.4838682,2.5967693,576,394
149,132,10,2.1320844,4.236834,188,396
149,67,8,1.6571488,3.826818,246,395
149,58,1,0.9567045,0.9567045,572,395
149,109,4,2.255089,3.4168017,642,394
149,115,4,2.3917613,3.5534737,650,396
149,112,14,1.9329336,3.2801297,696,397
149,122,6,1.2983847,3.1434577,778,395
149,120,1,0.4100162,0.4100162,1121,395
149,81,2,0.0,0.0,254,396
149,121,7,0.9957537,2.8701134,303,398
149,121,4,1.776737,3.0067856,378,396
149,44,13,1.5874985,3.4168017,522,398
149,69,4,2.050081,2.7334414,604,396
149,117,4,1.810905,3.0067856,730,398
149,118,3,1.7311794,4.236834,930,397
149,118,2,2.5967693,3.0067856,1180,397
149,129,4,2.3234253,3.96349,400,400
149,58,6,1.0933765,2.5967693,446,401
149,113,6,1.6172861,3.5534737,602,402
149,122,4,2.6309373,3.4168017,734,402
149,71,9,1.9741521,5.1935387,776,401
149,50,4,2.152585,2.7334414,946,402
149,134,6,1.2072699,3.2801297,1014,402
149,62,10,2.0090795,4.236834,423,404
149,60,6,2.1639745,3.690146,558,403
149,52,4,1.845073,2.5967693,830,404
149,41,2,0.0,0.0,864,402
149,63,8,1.5717288,2.8701134,445,405
149,64,3,2.186753,2.7334414,456,405
149,76,3,2.2323105,3.1434577,623,405
149,50,2,0.8883684,1.6400648,688,405
149,61,6,1.4350568,3.690146,855,406
149,122,6,1.9817449,4.100162,861,404
149,59,1,1.6400648,1.6400648,1084,405
149,122,4,1.4692248,3.2801297,720,408
149,116,1,1.2300487,1.2300487,1017,406
149,113,4,1.845073,3.1434577,250,408
149,102,6,1.5717287,3.826818,444,410
149,118,4,2.050081,3.4168017,1120,408
149,64,1,2.3234253,2.3234253,276,411
149,70,6,1.4578353,3.5534737,374,410
149,138,8,1.6400648,3.690146,521,411
149,100,5,1.8587402,3.0067856,547,412
149,113,4,2.5626013,3.0067856,678,412
149,123,7,1.8548354,2.7334414,690,412
149,128,6,1.7767369,3.690146,880,410
149,122,3,1.3211633,1.6400648,986,411
149,94,3,1.4578353,3.1434577,593,413
149,119,6,2.2095318,3.0067856,872,412
149,115,5,0.8473669,1.913409,885,412
149,79,4,2.084249,2.7334414,210,414
149,115,2,1.5033927,1.6400648,310,414
149,111,8,1.5888128,3.0067856,325,416
149,81,6,1.1161553,2.7334414,424,416
149,57,7,1.9915072,3.690146,432,415
149,53,2,1.5717287,1.7767369,602,414
149,64,6,1.3211633,3.4168017,960,416
149,86,4,2.050081,3.826818,1218,416
149,129,4,2.220921,2.8701134,140,416
149,82,4,2.6992733,3.5534737,380,418
149,67,6,1.7311796,3.690146,602,416
149,112,4,1.3667207,2.7334414,628,418
149,95,2,0.6150243,1.2300487,706,416
149,59,6,1.5489501,3.0067856,1114,418
149,75,3,1.0478193,2.5967693,122,419
149,87,6,1.6628436,3.2801297,199,420
149,106,6,1.4578353,2.5967693,266,420
149,43,1,0.0,0.0,349,419
149,101,2,1.7084008,1.7767369,372,418
149,108,1,0.68336034,0.68336034,445,419
149,60,5,1.1480453,2.8701134,640,419
149,65,4,2.425929,2.8701134,820,420
149,102,2,1.2983847,2.050081,926,420
149,130,7,2.050081,3.5534737,1075,420
149,55,6,1.6856222,3.2801297,582,420
149,50,7,1.776737,3.0067856,631,422
149,64,6,1.3894993,3.0067856,706,422
149,113,4,2.6992733,3.2801297,782,420
149,127,6,1.3894993,3.690146,1124,422
149,114,4,2.152585,2.8701134,182,422
149,117,2,0.8200324,1.6400648,188,424
149,112,6,1.9817451,3.1434577,260,422
149,133,6,1.8450729,3.690146,318,424
149,66,1,2.5967693,2.5967693,425,422
149,56,6,1.1389339,2.8701134,572,424
149,113,1,0.9567045,0.9567045,687,423
149,112,2,3.0751214,3.2801297,744,424
149,119,2,1.640065,2.3234253,1129,424
149,68,8,1.5375607,3.4168017,298,426
149,64,7,0.8981308,2.8701134,447,426
149,94,8,1.9304931,3.1434577,1100,425
149,132,6,1.8222942,3.0067856,144,426
149,110,2,1.5033927,1.913409,365,428
149,59,6,1.2072699,2.5967693,420,427
149,116,4,2.220921,3.690146,562,426
149,65,4,1.8792409,2.5967693,944,426
149,88,9,1.700808,4.100162,997,427
149,116,1,1.0933765,1.0933765,1175,427
149,103,2,1.2983847,2.5967693,208,429
149,96,6,1.0022618,3.1434577,133,432
149,121,4,1.6742327,2.186753,852,432
149,41,3,0.637803,1.2300487,858,430
149,62,1,1.913409,1.913409,1205,431
149,121,2,1.7084008,1.7767369,189,432
149,55,1,2.4600973,2.4600973,423,432
149,70,2,0.4100162,0.8200324,598,432
149,125,6,2.3006465,3.4168017,680,434
149,66,6,1.3667207,3.826818,786,433
149,87,7,1.2690977,3.0067856,822,433
149,65,5,1.3393862,3.5534737,859,433
149,79,1,1.6400648,1.6400648,1001,432
149,97,2,1.6400648,3.1434577,300,434
149,56,12,1.6970116,3.0067856,603,436
149,106,6,1.1844913,2.8701134,638,434
149,47,1,0.8200324,0.8200324,761,437
149,92,1,0.13667206,0.13667206,813,437
149,64,2,2.050081,2.050081,846,436
149,92,4,2.289257,2.8701134,850,438
149,98,4,2.5967693,3.1434577,284,438
149,76,6,1.4806141,3.5534737,912,440
149,50,4,1.7084008,3.2801297,334,440
149,68,5,2.1594186,3.2801297,473,441
149,72,6,1.8906302,3.2801297,534,442
149,75,5,2.241422,3.1434577,650,441
149,58,1,1.2300487,1.2300487,241,443
149,131,12,1.2869953,3.5534737,633,445
149,67,6,1.7767369,2.7334414,172,446
149,117,1,1.3667207,1.3667207,318,445
149,61,1,1.3667207,1.3667207,456,444
149,52,4,2.5626013,3.4168017,662,444
149,63,10,0.98403883,3.4168017,699,446
149,43,1,1.6400648,1.6400648,904,445
149,58,4,1.947577,3.5534737,1040,444
149,121,4,2.323425,3.2801297,468,448
149,120,5,1.8040714,3.5534737,502,448
149,70,6,1.5717287,3.2801297,812,447
149,68,2,0.75169635,0.9567045,904,447
149,81,6,1.275606,3.4168017,958,448
149,53,2,1.0250405,2.050081,1064,447
149,65,6,2.050081,3.0067856,215,450
149,118,6,2.687884,4.373506,665,448
149,51,2,2.118417,3.1434577,702,448
149,113,6,1.1389339,2.7334414,1050,450
149,119,4,1.879241,2.5967693,114,452
149,45,2,0.4100162,0.8200324,304,450
149,114,4,1.810905,3.826818,370,452
149,100,4,2.3575933,3.0067856,482,452
149,60,4,2.3234253,2.5967693,522,450
149,75,4,1.810905,2.7334414,550,452
149,125,6,1.7995156,3.690146,730,450
149,102,1,1.2300487,1.2300487,841,451
149,102,1,1.2300487,1.2300487,244,452
149,65,4,2.5967693,3.1434577,248,454
149,111,6,1.1617125,2.5967693,1208,453
149,57,4,1.981745,2.5967693,420,456
149,125,1,2.5967693,2.5967693,492,455
149,108,4,1.6742328,3.2801297,502,454
149,55,6,1.3894993,3.1434577,1014,455
149,58,2,1.2983847,1.5033928,1136,456
149,130,4,2.186753,3.1434577,218,456
149,120,4,3.1434577,3.96349,558,458
149,45,4,1.5375608,2.8701134,598,458
149,61,2,1.0250405,1.0933765,670,456
149,55,4,2.220921,2.8701134,942,458
149,107,4,2.186753,3.1434577,1142,456
149,63,6,1.2983847,2.5967693,1173,458
149,99,3,3.0067854,4.100162,509,458
149,93,3,0.68336034,1.913409,420,460
149,130,4,2.357593,3.2801297,456,460
149,103,2,2.255089,2.8701134,521,460
149,123,4,2.3234253,3.1434577,660,462
149,126,6,1.9361876,4.100162,870,462
149,133,11,1.5406669,4.510178,262,463
149,92,3,1.3667208,2.4600973,806,464
149,111,6,1.5489501,3.4168017,1129,462
149,60,4,2.084249,3.2801297,394,466
149,130,4,3.0751214,4.100162,404,466
149,47,1,1.2300487,1.2300487,445,464
149,50,4,2.015913,3.1434577,564,466
149,59,4,1.5717288,3.0067856,609,466
149,64,6,1.0705978,3.1434577,908,466
149,51,2,0.54668826,0.9567045,250,466
149,74,6,2.0045235,4.373506,243,470
149,127,8,1.8621569,3.2801297,235,471
149,82,3,1.6856222,3.826818,340,471
149,78,7,1.640065,3.5534737,437,471
149,65,8,1.4008887,3.2801297,561,472
149,64,6,1.1389338,3.2801297,856,471
149,130,6,1.412278,4.373506,970,472
149,94,2,1.2300487,1.913409,340,473
149,117,2,2.4600973,3.1434577,168,475
149,117,6,1.9589663,3.1434577,593,476
149,127,4,1.947577,3.1434577,646,474
149,66,1,1.0933765,1.0933765,728,475
149,72,4,2.528433,3.5534737,796,474
149,81,8,1.4692247,3.2801297,781,477
149,107,6,2.0728598,3.4168017,841,476
149,111,4,1.6058967,3.0067856,894,476
149,63,4,2.118417,3.1434577,1160,476
149,125,6,1.8222942,3.1434577,271,478
149,127,7,1.9915074,3.690146,276,479
149,82,4,1.913409,2.8701134,326,482
149,64,6,1.3667207,3.2801297,514,482
149,54,2,1.845073,2.186753,544,482
149,108,2,2.4600973,3.690146,873,482
149,74,6,2.050081,3.2801297,149,484
149,68,2,2.118417,3.1434577,498,483
149,57,6,1.5489501,2.5967693,651,484
149,58,3,1.0933765,2.186753,809,483
149,124,6,1.3667207,2.5967693,185,486
149,104,12,1.5261716,3.1434577,346,488
149,83,2,2.4600973,2.5967693,1088,486
149,92,12,1.4236674,2.8701134,369,490
149,98,14,1.2495731,3.690146,458,489
149,55,4,2.2550893,3.0067856,976,490
149,62,2,1.7084008,2.5967693,1000,490
149,127,8,2.152585,3.4168017,222,491
149,92,4,2.186753,3.5534737,236,492
149,93,3,2.2323105,3.1434577,538,491
149,116,6,1.4806141,4.100162,646,492
149,115,4,3.1434574,5.1935387,1192,492
149,116,2,1.5717287,2.186753,142,492
149,127,4,2.050081,3.0067856,1116,494
149,115,2,1.2983847,1.7767369,157,494
149,73,2,1.3667207,1.7767369,228,494
149,60,2,1.7084008,2.186753,319,494
149,75,1,0.0,0.0,708,495
149,59,4,1.8109049,2.8701134,748,494
149,56,4,1.7084008,3.0067856,754,496
149,74,6,1.2528273,2.7334414,775,496
149,117,5,1.913409,2.7334414,329,498
149,114,7,1.3667208,2.8701134,476,497
149,56,3,1.0022618,2.050081,667,496
149,99,1,1.3667207,1.3667207,916,497
149,129,5,1.2300485,3.0067856,1151,497
149,64,8,1.6229808,2.8701134,648,500
149,85,1,0.0,0.0,914,499
149,112,8,2.3063412,3.5534737,606,502
149,50,2,1.1617126,1.913409,790,502
149,61,3,1.275606,2.3234253,972,500
149,121,6,1.7767369,4.236834,986,502
149,125,9,1.6704365,3.826818,243,504
149,109,8,0.76878035,2.8701134,309,503
149,115,6,2.2323105,3.690146,328,504
149,62,6,1.6856222,3.1434577,333,504
149,63,2,3.0067854,3.4168017,437,502
149,82,3,0.4100162,1.2300487,516,502
149,62,4,1.981745,3.1434577,580,502
149,51,8,1.3496367,2.8701134,928,503
149,67,4,2.050081,4.100162,290,506
149,52,2,0.13667206,0.27334413,722,504
149,122,6,2.3462038,3.96349,800,506
149,136,5,2.0500808,3.826818,1012,506
149,67,2,0.7516964,1.2300487,502,506
149,111,6,1.5261713,3.4168017,199,510
149,69,6,1.4578353,3.2801297,400,510
149,125,6,1.3894993,2.8701134,143,510
149,84,1,0.0,0.0,668,510
149,117,6,1.0705979,2.7334414,790,512
149,112,6,0.8655898,3.0067856,866,512
149,62,9,1.0781908,4.100162,885,512
149,55,4,2.015913,3.1434577,1090,512
149,114,3,1.3211633,2.7334414,215,512
149,62,7,1.2495731,2.7334414,568,514
149,49,3,1.5033928,2.5967693,910,512
149,54,2,1.981745,2.3234253,1077,512
149,112,11,1.8512855,3.1434577,385,516
149,118,6,1.4578353,3.2801297,542,516
149,53,1,2.4600973,2.4600973,597,514
149,89,2,1.913409,2.050081,663,514
149,104,3,1.5033927,2.050081,822,515
149,74,6,1.2983847,3.826818,848,515
149,75,4,0.44418424,0.8200324,308,518
149,103,6,1.4806141,3.1434577,500,517
149,125,5,1.120711,2.8701134,782,517
149,58,4,2.084249,2.5967693,888,516
149,44,2,0.54668826,1.0933765,916,517
149,120,5,1.9954122,3.2801297,175,518
149,108,2,0.75169635,0.8200324,360,520
149,85,5,0.7653636,2.050081,795,519
149,108,1,1.6400648,1.6400648,434,521
149,123,5,1.5580616,4.236834,649,522
149,72,4,2.4600973,3.1434577,800,524
149,65,5,1.7494026,2.7334414,1114,524
149,114,4,2.3575933,2.8701134,384,524
149,66,6,1.412278,3.0067856,444,526
149,76,6,1.412278,3.0067856,448,525
149,49,1,0.0,0.0,750,524
149,124,7,1.1714748,3.0067856,867,526
149,103,2,2.186753,2.5967693,178,527
149,120,5,2.1594186,3.5534737,188,526
149,114,6,1.6400648,3.2801297,273,526
149,122,4,2.152585,2.8701134,622,528
149,73,6,1.5717288,3.690146,708,526
149,60,2,3.0067854,3.4168017,756,528
149,51,4,1.7767369,2.3234253,820,528
149,106,1,0.27334413,0.27334413,838,528
149,76,6,1.7084008,3.1434577,848,530
149,123,3,1.9134089,3.4168017,888,530
149,71,7,2.5967693,4.236834,722,532
149,56,6,1.343942,3.0067856,826,531
149,95,6,1.7311796,3.4168017,830,530
149,55,1,2.5967693,2.5967693,883,530
149,67,2,0.68336034,1.3667207,326,532
149,87,4,2.391761,2.8701134,858,532
149,116,6,1.275606,2.5967693,875,535
149,130,4,2.425929,2.8701134,142,538
149,57,2,2.255089,2.8701134,320,536
149,44,1,1.2300487,1.2300487,333,537
149,40,1,0.68336034,0.68336034,332,539
149,68,4,2.5284333,3.2801297,884,539
149,64,7,1.9524581,3.2801297,907,540
149,82,6,1.8906302,3.4168017,931,540
149,109,5,2.2687564,4.373506,205,542
149,61,4,2.118417,2.8701134,500,540
149,65,6,1.4578353,3.690146,564,541
149,69,1,0.54668826,0.54668826,690,541
149,115,1,1.2300487,1.2300487,947,541
149,109,7,1.6400648,4.100162,992,541
149,68,2,2.4600973,3.1434577,238,542
149,120,8,1.6742328,2.8701134,485,544
149,110,2,0.54668826,0.68336034,948,543
149,57,3,1.3211633,2.050081,1002,543
149,105,6,1.9589663,3.5534737,1206,544
149,90,5,1.6673992,3.0067856,297,544
149,54,6,1.4806141,2.5967693,328,544
149,110,8,1.3667207,2.8701134,405,545
149,53,2,1.5033927,2.7334414,582,544
149,111,6,2.050081,3.0067856,741,546
149,121,6,1.7539583,3.96349,285,548
149,92,2,0.47835225,0.9567045,396,548
149,53,2,1.2983847,1.3667207,519,546
149,110,2,2.7334414,3.1434577,567,548
149,70,2,1.4350567,1.7767369,757,546
149,95,6,1.5717287,2.8701134,240,548
149,88,2,2.7334414,3.2801297,474,549
149,74,2,1.3667207,1.5033928,826,548
149,119,2,1.6400648,2.5967693,878,550
149,62,4,3.0751216,4.236834,888,550
149,113,6,2.3689826,3.5534737,1177,548
149,113,3,2.4600973,4.9201946,206,551
149,124,11,1.4785434,3.5534737,225,552
149,128,6,1.5945076,3.690146,1238,552
149,65,7,2.147704,3.96349,320,553
149,119,8,1.4008887,3.0067856,686,554
149,113,4,2.255089,3.1434577,692,552
149,128,8,1.793821,4.236834,951,553
149,60,4,2.255089,3.2801297,472,556
149,79,1,0.0,0.0,933,554
149,89,6,1.6856222,3.5534737,968,555
149,63,4,1.5375608,2.050081,154,558
149,83,7,1.4838682,3.0067856,253,558
149,83,8,2.4430134,4.100162,450,558
149,56,2,0.8883684,1.7767369,676,556
149,75,4,2.323425,3.690146,852,556
149,62,6,0.9794831,2.7334414,982,557
149,40,2,0.13667206,0.27334413,1008,556
