n_voxels,n_seed,z_min,z_max,z_extent,y_extent,x_extent,fill,centroid_z,centroid_y,centroid_x,snr_cluster,r_peak,r_peak_ratio,peak_offset,snr_peak,linearity,planarity,sphericity,axis_z,normal_z,edge_contrast,decay_drop,seed_grown_ratio
9,3,200,203,4,2,2,0.5625,201.109,629.370,688.707,10.7921,15.0000,1.4674,1.0085,5.2760,0.6974,0.1292,0.1734,0.9512,0.2386,2.4656,0.7035,0.4457
4,3,200,201,2,1,2,1.0000,200.442,642.000,663.442,9.1535,16.0000,1.2308,0.6255,5.6343,0.0000,0.7500,0.2500,0.0000,0.0000,4.9283,1.4088,0.8077
8,4,200,203,4,3,2,0.3333,200.839,684.540,804.092,10.8264,15.0000,1.3793,0.9612,5.2822,0.6352,0.2489,0.1158,0.9223,0.1806,2.8156,0.8803,0.5862
15,9,200,203,4,2,2,0.9375,201.339,685.458,809.503,16.0808,16.0000,1.3559,1.5017,5.6343,0.7228,0.0329,0.2443,0.9969,0.0793,3.1624,-0.0004,0.6780
6,3,200,202,3,3,1,0.6667,200.581,722.613,810.000,8.9103,13.0000,1.2581,0.8443,4.5779,0.6061,0.3030,0.0909,0.7071,0.0000,4.7502,2.1112,0.5968
25,6,200,204,5,5,3,0.3333,201.726,748.046,795.034,18.5039,15.0000,1.4259,1.9728,5.2822,0.3420,0.5679,0.0901,0.8261,0.0530,2.4672,1.4067,0.4068
58,7,200,207,8,5,6,0.2417,202.391,762.913,782.352,29.2728,20.0000,1.8297,2.7054,7.0429,0.6244,0.0926,0.2830,0.9972,0.0107,2.4595,0.5255,0.3849
7,5,200,202,3,3,1,0.7778,200.541,794.946,749.000,14.7693,25.0000,1.5766,0.5432,8.8036,0.1247,0.7481,0.1273,0.0000,0.0000,6.3382,1.0558,0.8198
6,3,202,204,3,2,2,0.5000,202.585,827.800,878.600,9.3302,14.0000,1.2923,0.7361,4.9243,0.6373,0.1269,0.2358,0.8795,0.0724,4.2180,0.7037,0.6000
5,3,203,204,2,1,3,0.8333,203.385,990.000,544.231,8.1725,12.0000,1.1538,0.4485,4.2182,0.5854,0.2927,0.1220,0.3162,0.0000,3.8645,1.4038,0.6923
9,4,205,207,3,3,2,0.5000,206.295,960.821,609.632,11.1068,15.0000,1.4211,0.9635,5.2585,0.6439,0.1119,0.2442,0.8149,0.5045,3.5084,1.4025,0.5684
4,3,207,208,2,2,1,1.0000,207.521,1285.479,620.000,8.4104,13.0000,1.0833,0.7077,4.5574,0.0000,0.7500,0.2500,1.0000,0.0000,4.7288,0.7009,0.7917
5,3,222,224,3,2,1,0.8333,222.717,1224.450,647.000,9.2780,14.0000,1.1667,0.6187,4.8394,0.5854,0.2927,0.1220,0.9487,0.0000,4.8398,1.3816,0.6667
4,3,224,226,3,2,1,0.6667,225.200,1212.160,458.000,8.6222,15.0000,1.2000,0.8158,5.1690,0.7500,0.1500,0.1000,0.9487,0.0000,4.3143,1.0331,0.8400
5,3,228,230,3,2,1,0.8333,229.283,922.583,802.000,9.2140,14.0000,1.1667,0.6485,4.8089,0.5854,0.2927,0.1220,0.9487,0.0000,4.8089,1.8890,0.6833
36,19,228,232,5,4,7,0.2571,230.162,1086.306,1123.096,27.5015,23.0000,1.7214,1.3572,7.9003,0.3726,0.3566,0.2708,0.7849,0.5001,4.6268,1.0290,0.6466
5,3,234,236,3,2,2,0.4167,234.932,777.186,857.441,9.0034,13.0000,1.1017,1.1030,4.4406,0.5461,0.2256,0.2283,0.8117,0.4177,4.7764,2.0468,0.6610
3,3,234,235,2,2,1,0.7500,234.667,862.333,467.000,7.6856,13.0000,1.0000,0.7454,4.4406,0.5333,0.2667,0.2000,0.7071,0.0000,4.7768,0.6828,1.0000
7,3,243,245,3,3,1,0.7778,243.988,955.725,590.000,10.2090,14.0000,1.2250,0.2753,4.7268,0.1247,0.7481,0.1273,1.0000,0.0000,4.7252,1.6873,0.5000
5,3,247,248,2,2,2,0.6250,247.567,509.433,972.836,10.0733,15.0000,1.1194,0.7321,5.0463,0.3432,0.2505,0.4063,0.6059,0.3645,5.0463,2.0145,0.6567
4,3,248,251,4,1,1,1.0000,249.630,1155.000,585.000,9.0545,16.0000,1.1852,0.6296,5.3697,0.9375,0.0000,0.0625,1.0000,0.0000,5.1924,1.3428,0.8333
5,3,250,252,3,1,3,0.5556,251.152,879.000,741.970,9.8801,19.0000,1.4394,0.1545,6.3612,0.5532,0.3398,0.1070,0.8281,0.0000,4.6815,1.6746,0.6970
4,3,251,252,2,3,1,0.6667,251.444,1035.093,380.000,9.0347,15.0000,1.1111,0.4540,5.0220,0.7576,0.1294,0.1129,0.5257,0.0000,5.1861,1.3362,0.8148
3,3,253,254,2,2,1,0.7500,253.650,1260.675,762.000,7.7070,14.0000,1.0500,0.7267,4.6758,0.5333,0.2667,0.2000,0.7071,0.0000,4.6704,0.8350,1.0000
9,3,257,259,3,4,2,0.3750,258.070,1106.390,847.090,11.0647,15.0000,1.3500,1.0125,4.9735,0.7636,0.1401,0.0963,0.5480,0.0888,3.6508,0.8299,0.4200
4,3,260,261,2,1,2,1.0000,260.577,758.000,1255.577,8.6043,17.0000,1.3077,0.5983,5.6230,0.0000,0.7500,0.2500,0.0000,0.0000,4.9633,1.9842,0.8269
