plateau_tol \ trunc_ceiling(%),8,10,11,12,15,18,20,25,30
0.003,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0
0.005,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0
0.01,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.25,3.25
0.015,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.25,3.25
0.02,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.25,3.25
