n_voxels,n_seed,z_min,z_max,z_extent,y_extent,x_extent,fill,centroid_z,centroid_y,centroid_x,snr_cluster,r_peak,r_peak_ratio,peak_offset,snr_peak,linearity,planarity,sphericity,axis_z,normal_z,edge_contrast,decay_drop,seed_grown_ratio
48,9,200,204,5,3,15,0.2133,201.104,600.774,701.179,29.3114,23.0000,1.7468,4.9513,7.3987,0.9105,0.0709,0.0185,0.0313,0.1671,3.5366,1.2867,0.4494
11,6,200,203,4,2,3,0.4583,201.163,616.060,680.343,16.0815,23.0000,1.5241,1.3366,7.3987,0.5272,0.3674,0.1054,0.9955,0.0948,4.1813,1.1265,0.6566
9,6,200,202,3,2,3,0.5000,200.833,618.067,690.127,16.0707,22.0000,1.3200,1.2090,7.0770,0.3095,0.4988,0.1917,0.8707,0.1974,5.1412,1.1243,0.7667
23,8,200,204,5,3,5,0.3067,201.159,620.801,699.143,21.5057,27.0000,1.9346,2.1977,8.6854,0.3473,0.5557,0.0969,0.4946,0.0265,2.5725,0.8004,0.4829
3,3,200,201,2,1,2,0.7500,200.237,624.000,708.729,10.9551,29.0000,1.4746,0.3603,9.3288,0.5333,0.2667,0.2000,0.7071,0.0000,3.5444,0.9670,1.0000
14,4,200,202,3,3,7,0.2222,200.291,626.000,712.965,19.5102,28.0000,1.7269,1.0753,9.0071,0.8676,0.0830,0.0493,0.0256,0.4156,3.5375,0.6447,0.7137
28,6,200,204,5,3,10,0.1867,200.973,629.284,720.110,24.7787,34.0000,2.3333,1.3488,10.9372,0.7917,0.1714,0.0369,0.1885,0.0059,2.5761,0.6421,0.5025
8,5,200,202,3,2,3,0.4444,200.698,630.368,616.302,12.0472,15.0000,1.1321,0.8449,4.8252,0.2857,0.4561,0.2582,0.3818,0.0219,5.3047,2.2490,0.6981
16,5,200,203,4,4,3,0.3333,201.148,634.371,618.759,19.0375,23.0000,1.5527,2.1323,7.3987,0.5337,0.3685,0.0978,0.5257,0.0137,4.6598,1.2821,0.6203
5,4,200,202,3,2,1,0.8333,200.639,671.422,609.000,11.9328,21.0000,1.2651,0.8615,6.7553,0.5854,0.2927,0.1220,0.9487,0.0000,4.3402,1.1288,0.8675
15,9,200,202,3,5,2,0.5000,200.671,680.883,607.099,18.4265,24.0000,1.6216,2.0014,7.7204,0.6649,0.2488,0.0863,0.0000,0.1922,2.8910,0.6434,0.6937
7,5,200,202,3,2,2,0.5833,200.837,684.504,606.071,17.1290,30.0000,1.4894,0.9793,9.6505,0.5916,0.2044,0.2040,0.9664,0.1591,4.5011,0.0072,0.8440
5,3,200,202,3,2,1,0.8333,200.627,687.333,606.000,10.7828,24.0000,1.6000,0.7098,7.7204,0.5854,0.2927,0.1220,0.9487,0.0000,3.2184,0.1605,0.7200
6,3,200,202,3,2,2,0.5000,201.276,813.697,839.868,9.9680,15.0000,1.1842,0.4304,4.8204,0.5034,0.2551,0.2415,0.9677,0.2521,3.8544,0.6431,0.5658
33,15,200,204,5,4,4,0.4125,202.323,977.728,587.224,28.3792,33.0000,2.1437,0.4779,10.5941,0.4866,0.1598,0.3536,0.6986,0.7117,4.4922,1.6013,0.5846
4,3,200,203,4,1,1,1.0000,201.310,1075.000,1041.000,9.3164,18.0000,1.2414,1.3103,5.7903,0.9375,0.0000,0.0625,1.0000,0.0000,4.3358,0.9634,0.8103
4,3,205,207,3,1,2,0.6667,205.946,840.000,783.750,8.9491,17.0000,1.2143,0.2557,5.4331,0.5357,0.3214,0.1429,1.0000,0.0000,4.1577,0.9591,0.8036
6,3,206,207,2,2,2,0.7500,206.470,732.313,307.289,10.8232,17.0000,1.2289,0.6344,5.4331,0.2000,0.3333,0.4667,0.0000,0.0000,3.9957,0.9584,0.5663
4,3,208,211,4,1,1,1.0000,209.322,656.000,766.000,9.3888,18.0000,1.2203,0.3220,5.7312,0.9375,0.0000,0.0625,1.0000,0.0000,4.4597,0.9552,0.8305
8,4,208,210,3,4,2,0.3333,209.280,1157.215,819.785,12.0407,18.0000,1.3458,0.7812,5.7237,0.8574,0.0317,0.1109,0.6316,0.7141,4.6145,1.2764,0.5701
4,3,212,214,3,1,2,0.6667,213.214,474.000,573.768,8.8642,15.0000,1.0714,1.2363,4.7568,0.7500,0.1500,0.1000,0.9487,0.0000,4.1143,0.3198,0.7679
3,3,212,214,3,1,1,1.0000,212.977,1278.000,491.000,7.8620,15.0000,1.0465,0.9767,4.7568,0.8889,0.0000,0.1111,1.0000,0.0000,4.7497,1.2647,1.0000
4,3,221,223,3,2,1,0.6667,221.943,1048.528,877.000,8.2784,14.0000,1.0566,1.0547,4.3801,0.7576,0.1294,0.1129,0.8507,0.0000,4.6852,0.7804,0.7925
3,3,225,226,2,1,2,0.7500,225.592,715.000,438.306,8.7853,20.0000,1.2245,0.6663,6.2169,0.5333,0.2667,0.2000,0.7071,0.0000,5.2746,2.1741,1.0000
5,3,233,234,2,2,2,0.6250,233.388,945.373,757.687,9.1853,16.0000,1.1940,0.6229,4.9080,0.2938,0.4054,0.3007,0.7071,0.6739,4.1345,0.0000,0.6866
7,3,239,242,4,2,2,0.4375,240.578,1103.467,761.256,10.3065,16.0000,1.2444,0.7267,4.8445,0.6101,0.2508,0.1391,0.9354,0.2522,3.6341,0.9083,0.5000
5,3,241,243,3,2,1,0.8333,242.253,1058.360,389.000,10.1355,18.0000,1.2000,0.4402,5.4414,0.5854,0.2927,0.1220,0.9487,0.0000,4.8359,0.9088,0.6667
32,3,242,248,7,6,5,0.1524,244.954,672.483,721.157,20.6937,17.0000,1.3985,0.5102,5.1153,0.3935,0.5301,0.0764,0.2276,0.1797,3.9054,1.2027,0.2416
6,3,243,245,3,2,2,0.5000,244.037,902.375,673.125,9.8420,19.0000,1.4250,0.6385,5.7259,0.7074,0.0897,0.2030,0.9140,0.2540,4.0682,1.0559,0.6125
4,3,243,246,4,1,1,1.0000,244.509,978.000,792.000,8.5822,16.0000,1.1228,0.5088,4.8218,0.9375,0.0000,0.0625,1.0000,0.0000,3.9090,0.7555,0.7719
3,3,244,245,2,2,1,0.7500,244.311,1061.689,929.000,7.8259,17.0000,1.1333,0.4400,5.1232,0.5333,0.2667,0.2000,0.7071,0.0000,3.9184,1.5043,1.0000
5,3,246,248,3,2,2,0.4167,246.574,527.853,488.794,9.1289,17.0000,1.2500,0.6269,5.1076,0.6338,0.1686,0.1975,0.9585,0.2851,4.8062,2.2504,0.6765
4,3,246,248,3,2,1,0.6667,246.833,782.815,895.000,8.1020,15.0000,1.1111,0.2491,4.5000,0.7500,0.1500,0.1000,0.9487,0.0000,4.6493,0.9018,0.8148
6,3,258,260,3,2,2,0.5000,258.619,894.500,985.131,10.1243,18.0000,1.2857,0.8065,5.3183,0.6373,0.1269,0.2358,0.8795,0.0724,4.4261,1.7709,0.5714
4,3,260,261,2,2,2,0.5000,260.746,965.729,681.780,8.6863,16.0000,1.0847,0.8027,4.7097,0.0000,0.5625,0.4375,0.4459,0.5774,4.7132,1.1774,0.7797
4,3,264,266,3,1,2,0.6667,264.825,1027.000,412.175,9.2303,18.0000,1.1429,0.2469,5.2734,0.7500,0.1500,0.1000,0.9487,0.0000,5.2726,1.1685,0.8254
4,3,268,269,2,2,1,1.0000,268.540,753.492,447.000,9.1918,19.0000,1.2063,0.6738,5.5415,0.0000,0.7500,0.2500,1.0000,0.0000,4.2313,1.1697,0.7937
6,3,270,272,3,2,2,0.5000,270.977,1101.682,747.852,10.4559,18.0000,1.2273,0.3515,5.2386,0.7074,0.0897,0.2030,0.9140,0.2540,4.5114,1.1644,0.5568
3,3,277,278,2,2,1,0.7500,277.380,1114.700,604.000,8.3473,19.0000,1.1400,0.6888,5.4907,0.5333,0.2667,0.2000,0.7071,0.0000,5.2057,1.7370,1.0000
4,3,278,279,2,2,1,1.0000,278.556,1069.508,419.000,9.0982,19.0000,1.2063,0.6631,5.4855,0.0000,0.7500,0.2500,1.0000,0.0000,4.1879,1.0115,0.7937
4,3,281,282,2,1,2,1.0000,281.533,1148.000,520.550,8.6407,17.0000,1.1333,0.6483,4.8943,0.0000,0.7500,0.2500,0.0000,0.0000,4.7523,1.0083,0.8000
7,3,284,287,4,2,2,0.4375,285.558,887.537,809.884,10.3044,17.0000,1.2526,0.7050,4.8767,0.7406,0.0824,0.1770,0.9316,0.0988,4.0207,1.7193,0.5158
3,3,285,287,3,1,1,1.0000,286.020,890.000,769.000,8.4466,20.0000,1.1765,0.0196,5.7373,0.8889,0.0000,0.1111,1.0000,0.0000,4.2993,0.8626,1.0000
4,3,293,294,2,1,2,1.0000,293.475,669.000,448.458,8.4091,16.0000,1.0847,0.6593,4.5626,0.0000,0.7500,0.2500,0.0000,0.0000,4.8453,1.1403,0.7966
3,3,295,297,3,1,1,1.0000,296.000,1084.000,854.000,7.7193,17.0000,1.0851,0.0000,4.8360,0.8889,0.0000,0.1111,1.0000,0.0000,4.8395,1.4217,1.0000
4,3,306,307,2,1,2,1.0000,306.492,955.000,1034.441,8.3254,18.0000,1.2203,0.6729,5.0781,0.0000,0.7500,0.2500,0.0000,0.0000,4.5167,0.8476,0.8136
5,3,310,312,3,2,2,0.4167,311.125,743.431,828.167,9.0576,17.0000,1.1806,0.4783,4.7825,0.7729,0.0435,0.1836,0.8328,0.5477,4.5042,0.8434,0.6667
4,3,314,315,2,2,1,1.0000,314.556,879.540,463.000,8.8403,19.0000,1.2063,0.6399,5.3307,0.0000,0.7500,0.2500,1.0000,0.0000,4.6307,1.1233,0.7937
