n_voxels,n_seed,z_min,z_max,z_extent,y_extent,x_extent,fill,centroid_z,centroid_y,centroid_x,snr_cluster,r_peak,r_peak_ratio,peak_offset,snr_peak,linearity,planarity,sphericity,axis_z,normal_z,edge_contrast,decay_drop,seed_grown_ratio
4,3,200,201,2,2,1,1.0000,200.429,645.469,638.000,8.4320,15.0000,1.2245,0.6821,5.1637,0.0000,0.7500,0.2500,1.0000,0.0000,5.5048,1.3761,0.8367
7,5,200,202,3,4,1,0.5833,200.448,648.621,628.000,15.0892,26.0000,1.5690,0.7656,8.9504,0.3766,0.5340,0.0894,0.3052,0.0000,6.5381,2.0643,0.8276
4,4,200,202,3,2,1,0.6667,200.634,654.183,624.000,12.2163,26.0000,1.4648,0.6597,8.9504,0.7500,0.1500,0.1000,0.9487,0.0000,5.1622,0.6887,1.0000
15,4,200,203,4,4,2,0.4688,201.337,672.610,572.355,15.2761,16.0000,1.3953,0.8466,5.5015,0.2310,0.5558,0.2131,0.9226,0.1845,4.1277,1.0322,0.3430
4,3,200,203,4,1,1,1.0000,201.375,679.000,603.000,9.6311,16.0000,1.1429,1.3750,5.5080,0.9375,0.0000,0.0625,1.0000,0.0000,3.6126,0.1730,0.8036
6,4,200,202,3,2,2,0.5000,200.663,680.368,602.095,13.3460,24.0000,1.5158,0.7645,8.2619,0.6373,0.1269,0.2358,0.8795,0.0724,4.3030,-0.0006,0.8000
12,3,200,203,4,3,2,0.5000,200.914,685.850,598.586,13.9051,18.0000,1.5429,1.0961,6.1965,0.5494,0.2410,0.2095,0.7974,0.1176,2.7507,0.6894,0.4571
69,10,200,206,7,9,5,0.2190,202.088,768.440,589.183,34.4366,22.0000,1.8245,3.7703,7.5735,0.6167,0.3256,0.0577,0.3211,0.1047,3.4427,1.0319,0.4844
39,3,200,204,5,8,5,0.1950,201.135,772.678,586.364,23.3017,17.0000,1.5674,0.7817,5.8488,0.8054,0.1553,0.0393,0.0170,0.0678,3.0950,0.6882,0.2435
5,3,200,202,3,1,2,0.8333,200.803,809.000,625.475,9.3867,16.0000,1.3115,0.5603,5.5048,0.5854,0.2927,0.1220,0.9487,0.0000,4.8195,1.7214,0.7213
10,4,200,203,4,2,4,0.3125,200.889,811.906,701.274,12.7300,14.0000,1.1966,0.9348,4.8195,0.5371,0.3673,0.0956,0.7603,0.1499,3.7835,1.0323,0.4615
56,10,200,204,5,3,15,0.2489,201.536,812.973,661.905,28.9088,18.0000,1.6025,4.3494,6.1853,0.8673,0.1186,0.0141,0.0232,0.0063,4.4667,1.7190,0.3498
5,3,200,202,3,2,2,0.4167,201.048,1176.129,568.129,9.5392,17.0000,1.3710,0.9690,5.8453,0.7958,0.0325,0.1718,0.9294,0.3690,4.4754,0.3441,0.7419
8,3,202,204,3,3,2,0.4444,202.880,1042.891,648.359,11.1780,17.0000,1.4783,0.3934,5.8417,0.0753,0.4221,0.5026,0.6008,0.3730,4.2928,1.5469,0.4783
6,3,203,205,3,3,1,0.6667,203.900,1301.914,500.000,9.8142,14.0000,1.2000,0.1317,4.8077,0.6944,0.2222,0.0833,0.6000,0.0000,3.6059,0.6880,0.5714
5,3,205,206,2,3,1,0.8333,205.613,736.758,348.000,9.5113,15.0000,1.2097,0.4565,5.1441,0.5854,0.2927,0.1220,0.3162,0.0000,5.1441,1.3713,0.6935
6,3,206,207,2,2,2,0.7500,206.456,480.485,822.426,9.5172,13.0000,1.1471,0.7907,4.4582,0.0000,0.6000,0.4000,0.7071,0.5774,3.7712,1.0283,0.5735
5,3,224,225,2,3,1,0.8333,224.571,1237.222,870.000,9.5045,14.0000,1.1111,0.6131,4.7256,0.5854,0.2927,0.1220,0.3162,0.0000,4.7205,1.0116,0.6349
6,3,228,229,2,2,2,0.7500,228.466,1175.630,423.753,10.0121,15.0000,1.2329,0.8215,5.0418,0.2000,0.3333,0.4667,0.0000,0.0000,3.8619,1.0060,0.5890
4,3,232,233,2,2,1,1.0000,232.537,1090.444,796.000,9.0300,16.0000,1.1852,0.6418,5.3484,0.0000,0.7500,0.2500,1.0000,0.0000,4.8496,1.0047,0.7963
4,3,235,236,2,2,1,1.0000,235.440,1026.440,876.000,8.3337,15.0000,1.2000,0.6223,5.0027,0.0000,0.7500,0.2500,1.0000,0.0000,4.3332,1.8319,0.8200
6,3,235,237,3,2,2,0.5000,236.370,1075.315,760.863,9.9239,15.0000,1.2329,0.7177,4.9913,0.5034,0.2551,0.2415,0.9677,0.2521,4.3302,1.3329,0.5753
6,3,239,242,4,2,2,0.3750,240.384,1104.452,1036.137,9.8778,14.0000,1.1507,0.6085,4.6423,0.7696,0.0995,0.1309,0.9136,0.2553,3.8096,0.9948,0.5616
3,3,242,244,3,1,1,1.0000,243.044,731.000,961.000,8.5843,17.0000,1.1333,0.0444,5.6172,0.8889,0.0000,0.1111,1.0000,0.0000,5.2810,1.6537,1.0000
4,3,242,243,2,2,1,1.0000,242.569,1233.510,840.000,8.4302,16.0000,1.2549,0.6678,5.2868,0.0000,0.7500,0.2500,1.0000,0.0000,4.9574,1.3209,0.8235
4,3,244,246,3,2,1,0.6667,244.808,978.192,732.000,8.5727,16.0000,1.2308,0.2720,5.2743,0.7500,0.1500,0.1000,0.9487,0.0000,4.9439,1.1539,0.8077
7,3,246,247,2,2,2,0.8750,246.366,831.439,287.549,10.2001,15.0000,1.2805,0.8659,4.9388,0.0000,0.3318,0.6682,0.7071,0.5774,4.2791,1.3168,0.5000
3,3,247,249,3,1,1,1.0000,247.930,780.000,1030.000,8.1552,16.0000,1.1163,0.9302,5.2618,0.8889,0.0000,0.1111,1.0000,0.0000,5.0912,1.6408,1.0000
4,3,247,249,3,1,2,0.6667,248.216,1034.000,800.804,8.3737,14.0000,1.0980,0.2915,4.5985,0.7500,0.1500,0.1000,0.9487,0.0000,4.1064,0.6597,0.8039
