noise_seed,noise_condition,bit_depth,noise_mean_before,noise_mean_after,particle_sigma,amplitude_snr,interpolation_order,theta_deg,phi_deg,particle_id,top_k,z,y,x,radius_xy,rotated_z,rotated_y,rotated_x,peak_contrast_before,peak_contrast_after,peak_contrast_retention,peak_contrast_drop,integrated_contrast_before,integrated_contrast_after,integrated_contrast_retention,integrated_contrast_drop,peak_cnr_before,peak_cnr_after,peak_cnr_retention,integrated_cnr_before,integrated_cnr_after,integrated_cnr_retention
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,0,7,512.0,512.0,640.0,128.0,512.2168578206681,478.7247156174707,635.7498162916521,20.0,18.0,0.9,0.09999999999999998,122.0,115.0,0.9426229508196722,0.05737704918032782,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,1,7,512.0,512.0,768.0,256.0,512.432647611897,445.595877844348,759.3881337444876,20.0,17.0,0.85,0.15000000000000002,122.0,113.0,0.9262295081967213,0.07377049180327866,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,2,7,512.0,512.0,896.0,384.0,512.648437403126,412.46704007122537,883.026451197323,20.0,17.0,0.85,0.15000000000000002,122.0,113.0,0.9262295081967213,0.07377049180327866,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,3,7,512.0,545.1288452148438,635.6384887695312,127.99998550969676,512.2244700349838,511.85356497749507,640.1112893934358,20.0,19.0,0.95,0.050000000000000044,125.0,119.0,0.952,0.04800000000000004,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,4,7,512.0,578.2576904296875,759.2770385742188,256.0000299748263,512.447872143425,511.853560767336,768.1111389033988,20.0,18.0,0.9,0.09999999999999998,123.0,115.0,0.9349593495934959,0.06504065040650409,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,5,7,512.0,611.3865356445312,882.91552734375,384.0000154845229,512.6712741489697,511.8535723542378,896.1109294580178,20.0,18.0,0.9,0.09999999999999998,125.0,118.0,0.944,0.05600000000000005,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,6,7,512.0,576.0,622.8512573242188,128.0000048842193,512.216857830176,544.9823897040255,635.7498217392825,20.0,19.0,0.95,0.050000000000000044,123.0,121.0,0.983739837398374,0.016260162601625994,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,7,7,512.0,640.0,733.7025146484375,256.0000097684386,512.4326476309128,578.1112260174577,759.3881446397485,20.0,18.0,0.9,0.09999999999999998,123.0,118.0,0.959349593495935,0.04065040650406504,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,8,7,512.0,704.0,844.5537719726562,384.00001465265785,512.6484374316497,611.2400623308902,883.0264675402143,20.0,18.0,0.9,0.09999999999999998,124.0,117.0,0.9435483870967742,0.056451612903225756,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,9,7,512.0,602.5096435546875,602.5096435546875,127.99996544059366,512.1945398111628,575.8535361108901,622.9625517578779,20.0,19.0,0.95,0.050000000000000044,128.0,120.0,0.9375,0.0625,,,,,,
-1,flat_mean,uint8,128.0,128.0,2.0,5.0,1,15.0,0.1,10,7,512.0,693.0193481445312,693.0193481445312,256.00001719793306,512.3880117233541,639.8535619895598,733.8136794293201,20.0,18.0,0.9,0.09999999999999998,122.0,114.0,0.9344262295081968,0.06557377049180324,,,,,,
